Index	Kernel	sm__throughput.avg.pct_of_peak_sustained_elapsed	gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed	l1tex__throughput.avg.pct_of_peak_sustained_active	lts__throughput.avg.pct_of_peak_sustained_elapsed	gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed	sm__issue_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed.avg.pct_of_peak_sustained_elapsed	sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed	sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed	sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed	gpc__cycles_elapsed.max
0	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)	0.01	0.16	29.2	0.16	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.0
1	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	29.07	62.6	38.16	40.33	62.6	28.65	28.59	13.34	29.07	3.81	1.91	2.86	0.0	15.25	0.0	0.0	0.0	10088.0
2	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.24	65.13	39.7	41.98	65.13	29.8	29.74	13.88	30.24	3.97	1.98	2.97	0.0	15.86	0.0	0.0	0.0	9700.0
3	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	31.01	66.64	40.71	43.05	66.64	30.56	30.5	14.23	31.01	4.07	2.03	3.05	0.0	16.27	0.0	0.0	0.0	9477.0
4	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	31.06	67.1	40.77	43.16	67.1	30.61	30.55	14.26	31.06	4.07	2.04	3.05	0.0	16.29	0.0	0.0	0.0	9455.0
5	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.04	64.8	39.44	41.72	64.8	29.61	29.55	13.79	30.04	3.94	1.97	2.96	0.0	15.76	0.0	0.0	0.0	9763.0
6	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.37	81.19	56.8	47.48	81.19	13.71	13.71	6.68	4.23	2.73	13.66	4.65	0.0	4.36	16.37	16.37	0.0	300601.0
7	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.47	81.54	57.16	47.69	81.54	13.8	13.79	6.73	4.26	2.75	13.75	4.68	0.0	4.39	16.47	16.47	0.0	298622.0
8	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.27	80.69	56.46	47.09	80.69	13.63	13.62	6.64	4.2	2.71	13.58	4.62	0.0	4.34	16.27	16.27	0.0	302345.0
9	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.4	81.18	56.92	47.47	81.18	13.74	13.73	6.7	4.24	2.73	13.7	4.66	0.0	4.37	16.4	16.4	0.0	299915.0
10	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.45	80.99	57.08	47.45	80.99	13.78	13.78	6.72	4.25	2.74	13.73	4.67	0.0	4.39	16.45	16.45	0.0	300065.0
11	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.36	81.0	56.79	47.39	81.0	13.71	13.7	6.68	4.23	2.73	13.66	4.65	0.0	4.36	16.36	16.36	0.0	300635.0
12	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.37	81.04	56.82	47.41	81.04	13.72	13.71	6.69	4.23	2.73	13.67	4.65	0.0	4.37	16.37	16.37	0.0	300428.0
13	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.31	80.81	56.62	47.32	80.81	13.67	13.66	6.66	4.21	2.72	13.62	4.64	0.0	4.35	16.31	16.31	0.0	301472.0
14	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.39	81.27	56.88	47.5	81.27	13.73	13.73	6.69	4.23	2.73	13.68	4.66	0.0	4.37	16.39	16.39	0.0	300140.0
15	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.36	80.52	56.77	47.12	80.52	13.7	13.7	6.68	4.23	2.73	13.65	4.65	0.0	4.36	16.36	16.36	0.0	301619.0
16	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.6	5.3	4.87	4.06	5.3	1.55	1.5	0.56	1.18	0.38	0.19	0.28	0.0	0.75	0.0	0.0	0.0	3404.0
17	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.67	5.52	5.11	4.24	5.52	1.62	1.57	0.59	1.23	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3264.0
18	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.52	5.13	4.22	5.52	1.61	1.56	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3275.0
19	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.4	4.66	5.01	3.56	4.66	1.36	1.32	0.49	1.03	0.33	0.16	0.25	0.0	0.66	0.0	0.0	0.0	3890.0
20	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.49	4.98	4.81	3.79	4.98	1.45	1.41	0.53	1.1	0.35	0.18	0.26	0.0	0.7	0.0	0.0	0.0	3646.0
21	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.52	5.1	4.23	5.52	1.61	1.57	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3271.0
22	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.48	4.88	5.14	3.74	4.88	1.44	1.39	0.52	1.09	0.35	0.17	0.26	0.0	0.7	0.0	0.0	0.0	3682.0
23	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.67	5.53	5.1	4.24	5.53	1.62	1.57	0.59	1.23	0.39	0.2	0.29	0.0	0.79	0.0	0.0	0.0	3260.0
24	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.67	5.48	4.75	4.24	5.48	1.62	1.57	0.59	1.23	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3264.0
25	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.54	5.1	4.23	5.54	1.62	1.57	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3270.0
26	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.01	0.14	19.32	0.14	0.01	0.01	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2749.0
27	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.48	9.7	6.15	5.52	9.7	2.35	2.31	0.26	2.48	0.77	0.17	0.43	0.0	1.37	0.0	0.0	0.0	3743.0
28	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.34	9.1	5.85	5.21	9.1	2.22	2.18	0.24	2.34	0.73	0.16	0.4	0.0	1.29	0.0	0.0	0.0	3965.0
29	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.35	9.15	5.75	5.23	9.15	2.23	2.19	0.24	2.35	0.73	0.16	0.41	0.0	1.3	0.0	0.0	0.0	3955.0
30	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.1	8.13	5.93	4.67	8.13	1.99	1.95	0.22	2.1	0.65	0.14	0.36	0.0	1.16	0.0	0.0	0.0	4431.0
31	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.05	7.92	5.06	4.56	7.92	1.94	1.91	0.21	2.05	0.64	0.14	0.35	0.0	1.13	0.0	0.0	0.0	4537.0
32	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.47	9.59	6.27	5.49	9.59	2.34	2.3	0.26	2.47	0.77	0.17	0.43	0.0	1.36	0.0	0.0	0.0	3761.0
33	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.45	9.53	6.17	5.45	9.53	2.32	2.28	0.25	2.45	0.76	0.17	0.42	0.0	1.35	0.0	0.0	0.0	3796.0
34	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.26	8.72	4.69	5.04	8.72	2.15	2.11	0.23	2.26	0.7	0.16	0.39	0.0	1.25	0.0	0.0	0.0	4104.0
35	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.35	9.13	6.27	5.24	9.13	2.23	2.19	0.24	2.35	0.73	0.16	0.41	0.0	1.3	0.0	0.0	0.0	3947.0
36	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.46	9.59	5.96	5.47	9.59	2.33	2.29	0.25	2.46	0.76	0.17	0.42	0.0	1.36	0.0	0.0	0.0	3779.0
37	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.47	9.7	5.26	5.49	9.7	2.34	2.3	0.26	2.47	0.77	0.17	0.43	0.0	1.36	0.0	0.0	0.0	3767.0
38	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.23	8.61	5.92	4.96	8.61	2.11	2.07	0.23	2.23	0.69	0.15	0.38	0.0	1.23	0.0	0.0	0.0	4175.0
39	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.26	8.8	5.25	5.02	8.8	2.14	2.1	0.23	2.26	0.7	0.16	0.39	0.0	1.25	0.0	0.0	0.0	4116.0
40	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.35	9.1	6.26	5.2	9.1	2.23	2.19	0.24	2.35	0.73	0.16	0.41	0.0	1.3	0.0	0.0	0.0	3959.0
41	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.46	9.53	6.1	5.43	9.53	2.33	2.29	0.25	2.46	0.76	0.17	0.42	0.0	1.36	0.0	0.0	0.0	3786.0
42	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.27	8.87	6.28	5.03	8.87	2.16	2.12	0.24	2.27	0.71	0.16	0.39	0.0	1.25	0.0	0.0	0.0	4090.0
43	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.32	8.94	4.58	5.17	8.94	2.2	2.16	0.24	2.32	0.72	0.16	0.4	0.0	1.28	0.0	0.0	0.0	4002.0
44	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.2	7.55	4.43	4.32	7.55	4.49	4.45	2.5	3.04	0.88	0.13	0.34	0.0	1.08	0.0	0.0	0.0	4762.0
45	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.07	7.32	4.31	4.22	7.32	4.38	4.34	2.44	2.96	0.86	0.13	0.33	0.0	1.05	0.0	0.0	0.0	4882.0
46	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.08	7.41	4.41	4.22	7.41	4.39	4.35	2.44	2.97	0.86	0.13	0.33	0.0	1.06	0.0	0.0	0.0	4872.0
47	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.42	81.27	56.99	47.67	81.27	13.48	13.48	6.16	4.24	2.74	13.7	4.66	0.0	4.38	16.42	16.42	0.0	299531.0
48	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.4	83.82	52.18	44.82	83.82	1.63	1.63	0.3	1.04	1.78	0.59	1.49	0.0	0.0	1.18	1.18	0.0	277657.0
49	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.09	87.96	44.41	43.98	87.96	1.49	1.49	0.23	1.03	1.83	0.46	2.09	0.0	0.0	0.92	0.92	0.0	359008.0
50	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.47	81.19	57.17	47.5	81.19	13.52	13.52	6.18	4.25	2.75	13.75	4.68	0.0	4.39	16.47	16.47	0.0	299562.0
51	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.29	51.77	44.62	83.29	1.62	1.62	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279090.0
52	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.11	44.17	43.93	88.11	1.48	1.48	0.23	1.02	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359916.0
53	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.41	81.47	56.96	47.56	81.47	13.48	13.47	6.15	4.24	2.74	13.7	4.66	0.0	4.38	16.41	16.41	0.0	299728.0
54	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.11	51.49	44.51	83.11	1.61	1.61	0.29	1.02	1.75	0.58	1.47	0.0	0.0	1.17	1.17	0.0	280622.0
55	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.09	88.47	44.54	44.05	88.47	1.49	1.49	0.23	1.03	1.84	0.46	2.09	0.0	0.0	0.92	0.92	0.0	358027.0
56	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.54	81.48	57.4	47.71	81.48	13.58	13.57	6.2	4.27	2.76	13.8	4.7	0.0	4.41	16.54	16.54	0.0	298406.0
57	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.4	83.88	52.2	44.81	83.88	1.63	1.63	0.3	1.04	1.78	0.59	1.49	0.0	0.0	1.18	1.18	0.0	277513.0
58	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.48	44.2	44.08	88.48	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359478.0
59	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.36	81.23	56.8	47.42	81.23	13.44	13.43	6.14	4.23	2.73	13.66	4.65	0.0	4.36	16.36	16.36	0.0	300566.0
60	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.16	51.46	44.4	83.16	1.61	1.61	0.29	1.02	1.75	0.58	1.46	0.0	0.0	1.17	1.17	0.0	280796.0
61	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.09	88.0	44.33	43.92	88.0	1.49	1.49	0.23	1.03	1.83	0.46	2.09	0.0	0.0	0.91	0.91	0.0	359250.0
62	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.47	81.5	57.16	47.69	81.5	13.52	13.52	6.17	4.25	2.74	13.74	4.68	0.0	4.39	16.47	16.47	0.0	298755.0
63	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.36	83.04	51.4	44.4	83.04	1.61	1.6	0.29	1.02	1.75	0.58	1.46	0.0	0.0	1.17	1.17	0.0	281166.0
64	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	88.02	44.14	43.85	88.02	1.48	1.48	0.23	1.02	1.82	0.46	2.07	0.0	0.0	0.91	0.91	0.0	360246.0
65	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.49	81.69	57.23	47.77	81.69	13.54	13.53	6.18	4.26	2.75	13.76	4.68	0.0	4.4	16.49	16.49	0.0	298363.0
66	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.44	51.72	44.69	83.44	1.62	1.61	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279416.0
67	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.21	44.21	44.05	88.21	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359756.0
68	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.33	80.86	56.67	47.3	80.86	13.41	13.4	6.12	4.22	2.72	13.62	4.64	0.0	4.35	16.33	16.33	0.0	301302.0
69	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.44	51.66	44.59	83.44	1.61	1.61	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279725.0
70	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.82	43.99	43.88	87.82	1.48	1.48	0.23	1.02	1.82	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361287.0
